ra,lumclass,vmag,dec,picid
299.2525533000001,GIANT,9.4390001,22.0941093,279242156
299.7717996,DWARF,10.001,22.0961024,424042147
305.38243989999995,DWARF,10.369000000000002,22.0971404,402764532
304.0740598000001,DWARF,9.7670002,22.0994654,304500510
302.6311491,GIANT,9.258999800000002,22.1001772,395445958
303.9095366,DWARF,9.9619999,22.1088555,326347254
299.77348,,11.1783,22.1092958,1849093361
299.7737491000001,DWARF,9.757,22.1097084,424042229
307.1947556,,8.75,22.1135919,210206447
303.57748310000005,DWARF,9.323,22.1177548,260903713
307.0499085,DWARF,7.089280099999999,22.1262926,210119810
304.9259908,GIANT,10.295,22.132844,314053657
299.5732934,DWARF,9.7089996,22.1360457,423826104
299.5737593,,9.6268997,22.1366429,1849295761
299.5731746,,10.415,22.1367168,1849295737
304.3918214,GIANT,8.0900002,22.1372664,304910824
302.5563702,GIANT,8.0959997,22.1390638,395378022
299.4610600000001,DWARF,9.257,22.1397328,423734675
300.452249,DWARF,9.7080002,22.1401357,257006521
301.3748026,GIANT,10.262,22.143099,288564195
305.76145519999994,GIANT,10.117,22.1441046,219542027
303.2130637,DWARF,9.9549999,22.1468726,278251574
308.2895963,DWARF,8.0,22.1481659,417316673
303.791492,DWARF,12.627,22.1482054,396784735
303.7909279,GIANT,10.132,22.148964000000007,396784719
300.5913053999999,GIANT,6.5272899,22.1500448,352529679
302.1784146,GIANT,7.0318398,22.1517709,322973568
302.64738210000013,DWARF,10.047,22.1523355,395445658
309.7420755,DWARF,9.802,22.1565662,243486585
308.0829555,GIANT,9.102999699999998,22.1887803,417132080
306.3657003,DWARF,10.598,22.1913811,219669206
302.757351,GIANT,10.046,22.195621,277998321
305.2752075,GIANT,9.0109997,22.1962776,288943947
308.4507101000001,GIANT,9.9189997,22.2016336,417327141
307.4109228000001,GIANT,10.288,22.2068931,379112893
304.7167223,GIANT,8.833000199999997,22.2099212,363033829
308.6792612,DWARF,9.470999699999998,22.2108551,417492646
301.6072175,GIANT,9.5869999,22.2113075,282863089
306.7799423,GIANT,10.473,22.2183563,258372710
303.5193413,DWARF,7.887000099999999,22.2213223,260904113
307.6781309,GIANT,9.3769999,22.2236854,379360887
301.555562,DWARF,9.3920002,22.2257627,393243317
301.4867557,GIANT,8.2399998,22.2272554,393243342
306.9046232,GIANT,7.763999900000001,22.2364758,379818993
299.5433277,GIANT,9.967,22.2423604,423825404
303.8768038,GIANT,9.5860004,22.2466177,396784405
304.7760897,GIANT,10.078,22.247813,361517957
301.1556252,DWARF,9.6090002,22.2486507,288053098
305.9118961000001,DWARF,10.353,22.251694,219567995
299.5493772,GIANT,9.4399996,22.2522573,423825331
299.8191352,GIANT,9.531000099999998,22.2538378,256041346
303.0430122,DWARF,10.254,22.2550224,395804486
302.9032588,GIANT,12.975,22.2592086,395701948
302.9038727,GIANT,10.13,22.2601284,395701965
300.7715411000001,GIANT,9.0430002,22.2713884,424320492
302.789569,GIANT,9.6450005,22.2738205,277998683
302.8465796,GIANT,11.075,22.2754748,277998695
305.5836027,DWARF,9.7460003,22.2755712,402957706
305.1757878,,7.070000200000001,22.2760908,288943632
300.4642286,DWARF,8.081999799999998,22.2785346,257005623
303.1549273,,12.58,22.2805906,278250964
305.3677091,GIANT,9.628000300000002,22.2828511,402765206
304.0863672,GIANT,6.8369002000000005,22.286394,304501202
305.7421133,GIANT,10.277,22.2937599,219541515
299.5836252,DWARF,9.3909998,22.2958336,423825049
308.0415003,DWARF,10.055,22.312896,417132446
307.0615263,DWARF,10.242,22.3233758,210119245
307.7089108,GIANT,10.197,22.3261877,379430781
305.6261204,DWARF,8.909999800000003,22.342003,402957926
305.5412766,GIANT,9.6820002,22.3441985,402957937
303.93098189999995,DWARF,8.946999499999997,22.349192,326346409
302.0398572,DWARF,9.6090002,22.3493016,352879992
304.1967802,GIANT,9.8339996,22.3513258,304604529
304.897428,GIANT,10.097,22.355093,314052980
299.2769072,GIANT,9.8409996,22.3552054,279243888
301.0858191000001,DWARF,9.3579998,22.3606036,288052318
308.46733660000007,GIANT,9.8190002,22.3650922,417326655
304.1373653,DWARF,9.9820004,22.371169100000003,304604463
300.2714921999999,DWARF,9.8879995,22.3783443,256366916
307.4875535,DWARF,9.772000300000002,22.3839935,379211647
303.72459360000005,GIANT,9.7700005,22.3858719,396708073
303.3441691,DWARF,10.01,22.3895648,396015248
304.1060919,DWARF,7.191,22.3967248,304501606
309.5687388,DWARF,10.629,22.3981017,243468419
305.3226819,DWARF,10.338,22.4027601,402765659
303.1143577,DWARF,10.365,22.4041287,395802648
302.24526539999994,GIANT,9.915,22.4165524,364315600
309.2068677,GIANT,9.3129997,22.4180506,406602127
304.0803535,GIANT,9.8430004,22.42199,304501709
300.7740558000001,DWARF,10.553,22.4288772,424321421
308.0988742,DWARF,9.9189997,22.4312389,417185594
305.5016502,DWARF,9.9530001,22.4322781,402818503
301.9595226,DWARF,9.8380003,22.434701500000006,393569779
300.0869395,DWARF,8.1000004,22.4389211,424111030
302.282147,GIANT,8.8549995,22.4396317,364315699
307.8039156000001,DWARF,9.8280001,22.4397769,379430463
303.0557776,DWARF,9.5299997,22.4464057,395802196
304.0812119,GIANT,10.389,22.447624800000003,304501788
304.9515879,DWARF,9.9390001,22.4527783,314052640
301.2107493000001,DWARF,8.069000200000001,22.4548543,288445326
301.8181188000001,DWARF,9.8299999,22.4616697,393326757
305.2228011,DWARF,9.1750002,22.466612100000006,288942963
307.2531622,,8.8190002,22.4701982,210205461
307.7421625,GIANT,9.3979998,22.475015,379430345
301.4268545,DWARF,10.442,22.4764164,288562099
304.5186747,GIANT,9.137000099999998,22.4822858,305075077
302.0819142,GIANT,8.9130001,22.4846898,352880679
299.2925264,GIANT,9.9099998,22.4936734,263510972
299.2524784,GIANT,12.87,22.4943228,279244888
305.2023638,DWARF,9.986000099999998,22.503882,288942817
308.8942567,GIANT,9.7460003,22.50452,210262220
305.3912816,GIANT,9.3909998,22.5061648,402766020
304.1377828,GIANT,9.2910004,22.5082433,304604045
309.0004502,GIANT,9.638999900000002,22.5178175,406550318
304.9163447,DWARF,9.0609999,22.52022,314052436
306.7783029,GIANT,10.097,22.5410953,258371783
302.617527,GIANT,10.24,22.5509484,395443478
306.8704715,DWARF,10.327,22.5549891,379819861
299.644282,DWARF,10.224,22.5565266,423823188
309.3120162,DWARF,9.6899996,22.5566191,406671976
300.9494066000001,DWARF,9.843999900000002,22.5572354,287942517
309.166485,DWARF,9.4200001,22.5608057,406601703
302.9851875,GIANT,10.182,22.5611955,395800766
300.4540258,GIANT,9.4490004,22.5618721,256862652
306.9131955000001,GIANT,9.8260002,22.5631755,379819878
305.8161687,GIANT,10.009,22.5666541,219569078
303.0865,DWARF,9.9300003,22.5685361,395800665
300.1771465,GIANT,10.14,22.571604500000007,256365701
304.9246649,DWARF,8.8249998,22.572737300000004,314052293
306.9004163,DWARF,9.746999699999998,22.5895759,379819977
301.0741102,GIANT,8.0909996,22.596986,288050805
301.568905,GIANT,10.342,22.6008399,393245297
301.6085665,DWARF,9.868,22.610522600000003,282865255
299.83697,DWARF,9.871999699999998,22.6109743,256043775
302.7337763000001,DWARF,9.8900003,22.6182683,278101609
299.76624060000006,GIANT,9.1400003,22.6253424,424045397
302.4393895,GIANT,10.283,22.626663,393654389
304.38259510000006,DWARF,8.9460001,22.6340112,304825521
309.2067091,DWARF,9.977999699999998,22.635986300000006,406601494
302.0540987,GIANT,9.8079996,22.6383655,352881483
303.87055310000005,GIANT,9.0609999,22.6394777,396783041
303.6523244,GIANT,8.9619999,22.6421428,396708913
303.1744855,GIANT,9.201999699999998,22.6445349,278114860
306.5874282,GIANT,9.243,22.6461113,349982325
299.1883615000001,DWARF,10.458,22.6465988,279329384
306.8436477,DWARF,9.2349997,22.6503697,379820150
309.3541982,DWARF,9.3579998,22.6520545,406672232
301.8336774,GIANT,9.8290005,22.654944,393570983
304.9092813000001,GIANT,9.8140001,22.657305800000003,314052031
303.5657346000001,GIANT,9.6529999,22.658577800000003,260905863
301.7126813,GIANT,9.8009996,22.6605129,393325665
306.0823551000001,GIANT,10.096,22.6643796,219627260
304.97501810000006,GIANT,9.4499998,22.6664485,314052001
303.8173588,DWARF,9.8760004,22.6881024,396782865
303.0536182,GIANT,9.993,22.6894656,395799194
301.5541989,GIANT,10.859000000000002,22.6960034,393245803
305.5173073,GIANT,10.162,22.6961526,402817614
300.0259369,DWARF,8.9399996,22.7011755,256148505
300.1810229,DWARF,7.670000099999998,22.7079367,256364928
300.0461106,GIANT,10.18,22.7093615,256148464
301.6675307,DWARF,7.889999900000001,22.7106497,282865751
309.0187938,GIANT,9.9370003,22.7192815,406550882
306.2969393,DWARF,9.21,22.7218824,219636128
304.0267392,DWARF,10.245,22.724874,304502805
300.4628221000001,DWARF,9.9750004,22.7292466,256861618
306.29889469999995,DWARF,8.406000099999998,22.746384,219636039
305.209978,DWARF,9.2889996,22.7499849,288941900
301.4917747,GIANT,10.113,22.7518227,393246135
300.6496848000001,DWARF,10.116,22.759650600000004,352525527
304.9821555000001,GIANT,9.6789999,22.7676262,314051664
300.797469,GIANT,9.8109999,22.7728135,424323514
308.2345933000001,DWARF,9.1569996,22.7772455,417318480
300.9566691,DWARF,10.051,22.781367000000003,287943886
303.6620998,GIANT,10.827,22.7858595,396709432
305.5241756,GIANT,8.595999699999998,22.7869715,402817297
301.4846613,DWARF,10.045,22.7874906,393246301
306.2919416000001,DWARF,10.334,22.7891243,219635900
301.4912379,GIANT,10.064,22.7927721,393246364
300.6373536000001,GIANT,9.007,22.7957354,352525284
301.4347455,GIANT,6.91326,22.7959576,288560075
300.9438583999999,DWARF,10.689,22.8023205,287944037
306.5348968,,10.129,22.8038922,219679168
307.8157273,DWARF,10.147,22.8055927,379369824
303.07435719999995,GIANT,8.628000300000002,22.8064445,395797724
301.9370748,DWARF,10.297,22.8164692,393571870
304.706281,GIANT,9.7650003,22.8180188,363031549
303.6861574,GIANT,9.3999996,22.8219924,396709547
303.6862745,DWARF,8.8500004,22.8222825,396709585
308.03905719999995,GIANT,6.5181499,22.8233723,417133831
301.3815106,DWARF,12.924,22.8251004,288559941
301.3809728,GIANT,10.675,22.8256945,288559898
300.2929862,DWARF,10.446,22.8288311,256364165
305.5370135,GIANT,9.6599998,22.8309539,402959578
303.34704510000006,DWARF,8.5679998,22.8314658,396017661
308.3670031000001,GIANT,8.6400003,22.8346302,417325269
303.1358737,GIANT,8.4440002,22.835865,278113923
308.2394405,GIANT,8.9239998,22.8407999,417318680
300.9273032,GIANT,10.009,22.8430816,257345997
302.5906316,GIANT,10.343,22.8451912,395381853
300.2377098,GIANT,8.0900002,22.8460336,256364070
305.3831921000001,GIANT,6.5398898,22.8476632,402767171
299.5323094,DWARF,8.9160004,22.8485605,423739357
303.8001271,GIANT,11.975,22.8574849,396782269
307.9618624,GIANT,9.9510002,22.8575468,417133931
303.7999937,GIANT,9.6920004,22.8577655,396782258
300.06473,DWARF,10.869000000000002,22.8595115,424108518
300.0592984,DWARF,10.765999999999998,22.8609129,424108530
303.9289308000001,,9.255000099999998,22.8609604,326344725
302.6258716,GIANT,9.8540001,22.865648,395441677
308.9196809,DWARF,9.8950005,22.8750977,210263156
308.5357198000001,DWARF,9.0699997,22.8946213,417444416
302.9146793,GIANT,8.901,22.8980515,395705529
307.2221742,DWARF,10.257,22.8996845,210204205
303.6770577,DWARF,10.184,22.9116533,396709884
300.43407189999994,GIANT,9.467,22.9188091,256860428
308.7816847,DWARF,9.5489998,22.927111,314298723
304.601679,GIANT,10.287,22.9330602,305076674
308.7153622,DWARF,9.3369999,22.9345387,417450629
304.7004184,GIANT,7.780000200000001,22.9391842,363031064
303.9524941,DWARF,10.215,22.9393893,326344469
301.1408272,DWARF,9.255000099999998,22.9395269,288048630
300.9109307,GIANT,6.4415998,22.9398572,257346552
305.2136444,GIANT,8.385999700000001,22.9503002,288941208
306.5078319,,9.4799995,22.9504983,219678715
302.1702076,GIANT,9.3950005,22.9521702,322977528
301.2567347,DWARF,9.763999900000002,22.9530263,288448412
307.2677211,DWARF,10.269,22.971324300000006,210203967
308.0162862,GIANT,9.658,22.9779035,417134256
307.5242424,GIANT,9.4899998,22.9799924,379209946
305.9207857,DWARF,10.431,22.9805219,219570490
308.3543104,DWARF,7.905000200000001,22.9818472,417324851
305.9964178,GIANT,8.673000300000002,22.9834732,219577469
299.8149507,DWARF,8.3739996,22.9952882,256046394
304.866071,DWARF,7.6599998,22.9957938,361515483
302.2755346,GIANT,8.6359997,22.9965113,364318166
309.7293106,DWARF,10.601,22.9987158,243484376
305.5676664,GIANT,9.4209995,23.0003199,402960210
308.9477751,DWARF,9.8730001,23.0006284,210263517
302.8456282,DWARF,10.128,23.010297,278103579
303.5780171,DWARF,8.6400003,23.0156957,260907289
304.1866043,DWARF,10.217,23.0212964,304602172
306.24076,GIANT,9.7299995,23.02584,219635097
306.3640462,GIANT,8.8830004,23.0402672,219672264
305.1946897,GIANT,10.312,23.0412012,288940861
301.5347006,,8.4849997,23.0439789,393247617
303.7831118000001,GIANT,9.8109999,23.055093,396781540
307.1760534,GIANT,10.194,23.056468,210198398
303.5298758,DWARF,8.411999699999999,23.059682,260907487
302.5238396000001,GIANT,10.109,23.0614379,395383033
307.8516023,DWARF,9.5279999,23.0660088,379524094
309.6146663,GIANT,8.9799995,23.0672944,243479518
308.4694155,DWARF,9.5369997,23.0703379,417444965
302.012443,,10.864,23.0727843,1948530103
308.81773010000006,GIANT,9.0880003,23.0735326,314299054
309.7601928,GIANT,9.573,23.078531,243537688
305.194945,DWARF,10.231,23.0801296,288940699
306.7561658,GIANT,9.816,23.0883518,258370073
307.48369239999994,GIANT,8.677,23.0991773,379209584
303.0647261000001,GIANT,10.318,23.0992901,395794066
299.7915671,DWARF,5.6546001,23.0998814,1850740605
301.9601317,DWARF,9.8789997,23.1031864,393573334
305.3569749,DWARF,8.362999900000002,23.103318,402768061
307.562522,GIANT,9.758999800000002,23.1036508,379209566
304.7134102,DWARF,10.13,23.1047402,363030393
304.803438,GIANT,10.199,23.1052166,361515095
303.6181247,GIANT,8.2919998,23.1074484,260907694
303.8762379,GIANT,10.296,23.107644,396781327
308.7773764,GIANT,9.298000300000002,23.1090748,314299159
305.1856517,DWARF,9.0740004,23.1098092,288940590
304.7496717,DWARF,8.493,23.113956,363030357
303.9009327,GIANT,10.012,23.1250885,326343853
303.7271441000001,GIANT,9.8170004,23.1405451,396710801
307.4262538000001,GIANT,9.7519999,23.1421713,379204565
303.9172296,DWARF,10.446,23.1460124,326343775
304.0906737,DWARF,9.4280005,23.1491042,304504361
300.724751,DWARF,9.5530005,23.1591441,424325627
304.4143861,DWARF,8.4499998,23.166265,304833071
301.5524365,DWARF,8.012000099999998,23.1672918,393248208
302.6713666,DWARF,9.0010004,23.1721409,395439909
307.4846488,GIANT,10.42,23.1752042,379209352
302.7730640000001,GIANT,9.6870003,23.1798935,278104468
299.9497241,GIANT,9.8579998,23.180518,256145416
303.1997505,GIANT,9.7749996,23.2003535,278112058
303.2011224,DWARF,11.8845,23.2008965,278112060
308.1534921,DWARF,10.015,23.202901,417183390
304.1797574,DWARF,8.902999900000003,23.2038042,304601467
307.4645786000001,DWARF,10.089,23.208723100000004,379209261
301.2433296,DWARF,6.540450099999998,23.2097899,288449928
303.2716062,DWARF,8.1879997,23.213305,396019766
302.4988713,GIANT,10.911,23.2199673,395383958
304.3276259999999,DWARF,9.8039999,23.2247546,304827719
307.3843854,GIANT,10.114,23.2257507,379204817
305.8093957,DWARF,9.4300003,23.229873,219571384
301.548326,GIANT,9.8249998,23.2398118,393248605
306.4958220000001,DWARF,10.178,23.2422823,219677779
307.6040179,GIANT,8.915,23.2424212,379364030
309.7213148,GIANT,9.0742798,23.2585986,243483685
305.3313546,DWARF,10.524,23.2607182,402768670
308.6225264,GIANT,10.064,23.2624105,417449677
302.0305755,GIANT,8.5500002,23.2631394,352884789
308.47972180000005,GIANT,9.8299999,23.279279100000004,417445604
301.4800824,DWARF,10.162,23.2907512,393248847
303.8035424,DWARF,9.2299995,23.2918163,396780615
299.578086,GIANT,9.013999900000002,23.3010906,423817921
308.4110496,GIANT,8.408,23.3159745,417323854
303.9164294,DWARF,10.665,23.3333529,326343132
300.1895316,DWARF,10.451,23.3335596,256361115
306.9503393,GIANT,10.16,23.3345064,210116224
309.5544353,DWARF,9.7060003,23.3414516,243480261
301.3238952,DWARF,10.302,23.3421133,288556812
300.50661,DWARF,10.078,23.3524136,256857775
302.6816241,GIANT,9.522000300000002,23.354303100000006,395438772
308.826706,DWARF,9.9209995,23.3563363,314299732
304.7130042,GIANT,10.418,23.357315300000003,363029434
307.3005871000001,DWARF,9.8369999,23.3644302,210202784
302.65285,DWARF,10.144,23.3691769,395438678
302.6035863,DWARF,9.092,23.3701769,395438682
304.2764438,DWARF,10.457,23.3724953,304828340
308.8416133,GIANT,10.147,23.3923193,314299820
308.2730401,DWARF,9.3249998,23.3937424,417320295
305.2807545,DWARF,10.693,23.3950836,402769189
303.6234883,GIANT,9.9259996,23.4023779,396711833
304.69763860000006,GIANT,11.504,23.4123784,363029229
302.2393954,,7.940000099999999,23.4138768,364319965
305.6235424,DWARF,9.880000099999998,23.4155748,402961709
299.31842,GIANT,9.9160004,23.4190087,263517794
306.9442306,GIANT,9.5719995,23.4250448,210115916
303.2783331,,10.968,23.4270809,1947068246
299.8626658,,9.1190004,23.4373578,256049368
306.7695708,GIANT,9.8290005,23.4375732,258369095
304.1275707,DWARF,9.2229996,23.4439693,304505540
304.4577171,DWARF,10.135,23.4441045,304832081
308.7102407,DWARF,9.220999699999998,23.4442952,417449135
306.3104372,GIANT,7.630000099999998,23.4448014,219673646
309.1324053,GIANT,9.897000300000002,23.4449345,406555871
303.3566024,DWARF,8.1599998,23.4516067,396021058
303.303993,GIANT,10.66,23.4528311,396021064
307.1409563,GIANT,10.055,23.457563,210199597
306.3526492000001,GIANT,10.326,23.4734802,219673758
308.454144,GIANT,10.107,23.4797257,417323351
301.0287091,GIANT,10.09,23.4802325,287947954
299.6940538,GIANT,8.3590002,23.4863685,424099274
301.911757,DWARF,10.024,23.486854,393575217
305.0058882,GIANT,10.489,23.4869715,314049459
305.6309404,GIANT,9.763999900000002,23.4879918,402961967
303.05991960000006,DWARF,9.8620005,23.4947988,395791431
301.1523753,DWARF,10.823,23.5002099,288045159
307.1126502,GIANT,9.888999900000002,23.5015104,210199733
303.1232557,GIANT,8.901,23.5028935,278110479
309.10994710000006,DWARF,9.691,23.5051035,406555703
303.875755,GIANT,5.1591301,23.5086184,396779850
299.1674533000001,DWARF,10.177,23.5108194,279335659
299.5409749,GIANT,10.033,23.513637300000006,423816450
305.3543473000001,DWARF,8.869000400000003,23.5191656,402769638
300.6854314,DWARF,10.475,23.519438,352419066
306.1459314,GIANT,8.7510004,23.5247459,219630313
302.70888419999994,DWARF,7.639999900000001,23.5266986,395437743
303.7433479,GIANT,9.8590002,23.526963100000003,396712242
309.212769,GIANT,8.79,23.5307055,406555632
300.6442827,DWARF,9.9460001,23.5349505,352418964
305.2230471000001,,9.29,23.5367681,288938965
303.5150861,,9.8240004,23.5448147,260953066
306.2125248000001,DWARF,10.111,23.5450676,219633302
303.9438669,GIANT,9.5150003,23.5487134,326342460
302.090095,DWARF,10.41,23.552769100000006,322980385
304.9469921,DWARF,10.373,23.5544978,314049261
302.0898512,DWARF,10.456,23.5549149,322980407
305.1275701,DWARF,12.654000000000002,23.5601766,288935873
306.60980980000005,GIANT,9.7880001,23.5703823,349979996
307.9182575000001,GIANT,8.665,23.5733162,379587481
309.2929746000001,DWARF,9.9540005,23.5902745,406674666
304.282596,DWARF,10.593,23.5942529,304829106
305.1793461000001,GIANT,9.1859999,23.6004862,288938753
306.4935048,GIANT,8.0860004,23.6010285,219676600
305.691357,DWARF,9.8809996,23.6032429,219537065
301.7203698,,5.0743198,23.6140793,393320918
302.1889165,,10.345999999999998,23.6174599,322980734
306.0379735,DWARF,10.334,23.620036,219575162
302.3795925,DWARF,8.661000300000001,23.6217583,393578740
303.1690155,DWARF,9.8990002,23.634697600000006,278109805
305.0152055000001,DWARF,8.2363997,23.6367442,1947712790
305.0147168000001,GIANT,8.2700005,23.6374118,314049010
307.9363446000001,DWARF,9.133999800000002,23.6409332,379587703
309.3766389,GIANT,8.6302004,23.6443494,1944052483
301.507513,GIANT,9.826999699999998,23.6456912,393250521
303.213571,DWARF,10.484000000000002,23.6467549,278109729
305.3389096,,9.9390001,23.6558683,402770185
306.9985965,GIANT,9.883999800000002,23.6589205,210115246
301.2864171,GIANT,8.066,23.6635888,288551741
302.9344622,GIANT,9.8039999,23.6660425,395709903
306.8440046,,8.433899900000002,23.6672604,1947418766
305.8540793,,7.969999799999999,23.6690839,219573006
302.9435872,GIANT,9.237999900000002,23.6709874,395709939
309.6488633,GIANT,5.9339199,23.6803501,243482572
303.4437424,DWARF,10.069,23.6838732,362799288
308.3229424999999,DWARF,10.025,23.6859685,417321175
304.9720262,DWARF,10.261,23.6880682,314048837
301.2371148000001,GIANT,9.3170004,23.6892714,288551916
309.1247088,,10.2735,23.693256,1944051813
304.5065707,DWARF,10.319,23.6966207,304831130
308.709913,GIANT,9.5690002,23.6982852,417448393
305.5613209,GIANT,8.630999599999999,23.7062516,402962725
308.7631344,DWARF,7.77,23.7108446,314300507
300.7748441,DWARF,9.4200001,23.7126835,424381856
308.6215251000001,GIANT,9.776,23.7217096,417448312
303.0370407,GIANT,9.4499998,23.7273744,395712656
304.8617355,GIANT,10.263,23.7316225,361512907
306.3278684,GIANT,9.6090002,23.733013,219674664
303.8750006,GIANT,7.1838102,23.7419164,396779023
305.5323723,DWARF,9.406000099999998,23.7465295,402772099
302.8203825,GIANT,9.618,23.7506884,278107349
301.1127068,DWARF,9.861000099999998,23.7595045,288043606
305.3970733999999,DWARF,8.8360004,23.7610576,402770586
306.0497174,,10.369000000000002,23.762923800000006,219631210
305.5925481,DWARF,9.5889997,23.7665319,402962972
303.2476598,GIANT,9.8830004,23.7691767,396022912
303.0033725,DWARF,9.8509998,23.7735679,395712403
299.2062794,DWARF,6.7951798,23.7760461,279337502
309.61068680000005,DWARF,8.696999499999999,23.7774302,243481409
303.1380086000001,GIANT,8.757,23.779753,278109075
306.0303011000001,GIANT,10.233,23.7863589,219574546
306.8373102,DWARF,6.884200099999998,23.7902418,379823656
303.1106078,GIANT,8.201000200000001,23.7915109,395712299
300.180619,,7.48,23.7978783,256358481
306.2592581,GIANT,9.9619999,23.8059852,219632363
301.0253028,GIANT,10.534,23.81398,287949751
304.012052,DWARF,9.948,23.8184272,304506976
304.2926743000001,DWARF,9.835,23.8224025,304829925
307.1898302,DWARF,9.3620005,23.8236002,210200691
303.6499955,DWARF,10.324000000000002,23.8423582,396778003
300.980616,GIANT,7.336999900000001,23.8464986,288042102
307.3547155,GIANT,10.1,23.8497999,379206754
300.3498671,GIANT,9.3319998,23.8527933,256853761
305.4556561,DWARF,10.419,23.855802,402771610
309.77354,DWARF,8.918999699999997,23.8642467,243539805
302.7435071000001,DWARF,9.5530005,23.8646953,278107952
308.7042995,DWARF,10.035,23.871653100000003,417447837
299.1533687,GIANT,6.9520502,23.8896091,281338126
308.4101638,GIANT,8.7349997,23.8915372,417322132
304.8265391000001,GIANT,12.130999999999998,23.8971949,361512392
304.8272525,DWARF,9.9099998,23.8986627,361512383
300.9143642,,10.382,23.9003538,257351799
306.6405783,GIANT,10.442,23.901056,349979192
302.3591291,DWARF,9.095999699999998,23.9032757,393577554
299.5005591,DWARF,8.191,23.9042593,283050870
299.1220317,DWARF,11.689,23.9072573,281338163
307.2010408000001,DWARF,10.46,23.9092985,436399642
302.7300277,DWARF,9.3979998,23.9108195,245137447
306.3417316,DWARF,9.1789999,23.9112901,219675262
307.1794972,GIANT,10.09,23.912029800000006,436399630
301.4700826,GIANT,10.163,23.9200751,244619360
304.2256146000001,DWARF,12.212,23.9213224,304598886
303.0093838,GIANT,7.820000200000001,23.9215087,395711661
304.2253561,DWARF,10.59,23.921813600000004,304598882
305.7080976000001,DWARF,9.5629997,23.9273478,219535943
307.98575960000005,GIANT,9.1929998,23.9346393,363679225
308.83171410000006,GIANT,10.064,23.9407296,367237455
306.0229688,DWARF,10.333,23.9431488,436042686
300.20399289999995,DWARF,9.868,23.9511586,116571816
307.1079936000001,GIANT,9.7729998,23.9530638,210200998
302.6994254,DWARF,8.8900003,23.9638362,245137579
302.3253117,GIANT,9.4700003,23.9641452,245015926
303.9104612,DWARF,10.125,23.9643284,452481855
303.4832143000001,GIANT,8.930000300000003,23.9669471,452362452
301.7706596000001,GIANT,9.7740002,23.9693512,244746934
299.9096818999999,DWARF,10.408,23.97096,115994848
299.6826161,GIANT,9.619999900000002,23.9745798,283051343
307.9083637,GIANT,10.532,23.9750066,452560369
301.64461960000006,GIANT,9.9610004,23.9800387,244619572
303.28526610000006,DWARF,10.561,23.9917285,363388232
305.8732255,GIANT,9.2309999,23.9999333,436042297
308.73823510000005,GIANT,9.9569998,24.004376500000006,298190310
303.2714714,DWARF,10.2,24.0054636,363388302
308.6020135,GIANT,9.7049999,24.0091275,298189917
303.801941,GIANT,9.434,24.0096307,452463795
303.7183964,GIANT,9.5179996,24.0098855,452463788
309.0883896,GIANT,8.991000199999998,24.0139323,243457931
308.6760684,DWARF,9.3000002,24.0192101,298190338
307.7799425,GIANT,9.8360004,24.0230566,452559906
302.441921,DWARF,10.279000000000002,24.0257129,245016600
307.2126139,GIANT,9.8059998,24.0321829,436399325
307.5795219,DWARF,10.16,24.0342542,436456467
306.9605608,DWARF,9.8149996,24.0355949,436323141
304.9867433,DWARF,10.767,24.0361036,98556391
305.7998135,GIANT,7.389999900000001,24.0362952,435966146
299.9797192,GIANT,9.133999800000002,24.039021,115995236
306.4624817,,10.9444,24.0404949,1947449948
300.4844544,DWARF,10.287,24.0405173,117137803
304.0513633,GIANT,9.9580002,24.0416689,243032547
302.41031769999995,GIANT,10.095,24.0446053,245016687
305.7077791000001,GIANT,9.5349998,24.0487732,435966196
306.1184813,DWARF,9.6870003,24.0512242,436121375
302.96728239999993,DWARF,9.7489996,24.0520531,245249347
303.0648983,DWARF,8.7700005,24.0663108,363387100
303.5637547,GIANT,10.121,24.0668907,452361987
307.4545214,DWARF,8.5539999,24.067171,436455709
307.1652932,DWARF,10.469,24.0691421,436399207
304.6686808,GIANT,10.263,24.074986300000006,98156182
308.3410305000001,GIANT,9.8579998,24.076822600000003,406418892
306.2854808,DWARF,9.173000300000002,24.0771213,436122368
305.6703633,GIANT,7.533999900000001,24.0782927,435965206
304.2232948,DWARF,9.9099998,24.0788026,88000808
307.7579694,GIANT,10.155,24.0789513,452559758
308.0708989,DWARF,9.9099998,24.0831799,363678776
299.67434239999994,DWARF,9.8509998,24.0835374,283052092
299.3304624,DWARF,7.20158,24.0867979,282283170
300.4647032,DWARF,10.154,24.0894407,117138104
303.1838684,GIANT,10.43,24.0895152,363388773
303.4116298,GIANT,9.6020002,24.0916512,297915853
306.38784310000005,GIANT,10.219,24.0978895,436200489
300.8107347,DWARF,11.7482,24.0998835,239534669
307.93555719999995,GIANT,8.9200001,24.100302600000006,452560731
300.8119247,GIANT,9.3179998,24.1007989,239534657
308.6192276999999,DWARF,10.317,24.1097637,298190585
303.4639107,DWARF,10.139,24.1107375,452361752
307.2417744,GIANT,10.386,24.1120923,436399038
302.299921,GIANT,10.291,24.1132644,245015260
309.6364910000001,,5.0536399,24.1169608,396938439
301.9658489,GIANT,10.159,24.1184202,244748204
307.0340067,GIANT,9.1800003,24.1262366,436324189
308.600408,DWARF,10.325,24.1315792,298189561
299.8583418,GIANT,9.0500002,24.1359604,115995834
304.4630272,GIANT,9.156000099999998,24.1464342,88396013
