ra,lumclass,vmag,dec,picid
306.8032884,GIANT,7.935999900000001,18.8301228,258468053
303.9996129,DWARF,12.3413,18.8302086,1941819071
300.0176542,GIANT,9.8219995,18.8303336,256352822
302.008889,GIANT,8.300000200000001,18.8358723,352665201
299.6515719,GIANT,10.249,18.8371358,423901805
304.00856,GIANT,11.215,18.8372711,304400966
304.0105408,GIANT,10.444,18.8375861,304400999
305.6252953,GIANT,9.8599997,18.8419478,402909815
307.5036688,GIANT,10.495,18.8419862,379256425
303.0535312,GIANT,9.3940001,18.8456918,395894997
305.3812318,GIANT,7.447,18.8515848,402693986
309.6237722,DWARF,9.2799997,18.8708305,243513655
299.3521495,GIANT,9.6999998,18.8875625,263230567
307.56849889999995,GIANT,9.2040005,18.8909017,379256289
302.7206006,DWARF,9.7259998,18.9086472,395538155
301.2936276,GIANT,9.427,18.9114495,288315077
306.5868303000001,GIANT,10.018,18.914465600000003,350049426
302.5530185,GIANT,11.106,18.9159579,395285782
301.180535,DWARF,9.1599998,18.9173661,288209595
302.5506351,DWARF,10.525,18.9174788,395285821
309.093383,GIANT,9.3649998,18.9253704,406492508
300.6583959,,10.467,18.9281073,352656621
308.9461242,GIANT,9.5500002,18.9312387,210235797
305.658553,DWARF,8.566,18.9333568,402910080
306.9428381,DWARF,9.724,18.9445421,210166481
302.5983616000001,GIANT,9.8369999,18.94696,395285954
306.2115866000001,DWARF,8.409999800000001,18.9602344,219652902
305.1317766,,10.573,18.9665682,288830961
306.856762,GIANT,7.717,18.9669575,379751077
307.0838223,GIANT,9.9420004,18.9678361,210171588
309.4897206,DWARF,9.7729998,18.9680982,243460295
307.2317296,GIANT,9.4610004,18.9771678,210231338
300.1620752,DWARF,10.245,18.9996276,424186481
304.630066,DWARF,9.9429998,19.0089767,305026749
302.2818082,DWARF,9.951999699999998,19.0127708,364259901
302.4201502,GIANT,9.7460003,19.0161416,393707885
302.75546769999994,,9.758999800000002,19.0176586,277984385
306.9002385,DWARF,9.201999699999998,19.018896,379751229
302.737091,GIANT,10.082,19.0202816,277984432
309.6505915,GIANT,8.6260004,19.0351119,243513277
308.6518655,GIANT,9.8579998,19.0366998,417509256
305.3295310000001,DWARF,9.9379997,19.0373116,402694565
302.23031139999995,GIANT,9.029000300000002,19.0410266,364260010
305.9615009,GIANT,9.3570004,19.0506073,219595127
303.4698545,DWARF,10.878,19.066977,362894763
309.4221465,DWARF,7.8000002,19.0709542,406718907
309.4234828000001,DWARF,7.799699799999999,19.0712001,1942311130
302.3057990000001,GIANT,6.961649900000001,19.071419,364260127
304.2358565,GIANT,10.186,19.0718277,304712151
307.8338888,GIANT,9.5349998,19.0732044,379513387
303.998981,DWARF,9.612999900000002,19.0848727,326397699
303.4173055,GIANT,12.281,19.0858555,362894694
301.0933442,DWARF,10.087,19.085986,288208712
301.3203652,,9.5430002,19.0863796,288316736
306.9599965,GIANT,11.607,19.0884157,210166132
301.5530575,DWARF,9.3520002,19.1009127,393172825
308.2388757,GIANT,9.779000300000002,19.1113594,417246856
309.4501788,DWARF,8.569999699999999,19.1130805,406718827
306.416124,GIANT,10.06,19.1198948,219659401
305.534026,GIANT,9.5760002,19.1353203,402829906
306.771846,GIANT,8.323,19.1362304,258467269
301.945705,DWARF,9.5249996,19.1426782,393499559
306.0678617,DWARF,8.753000300000002,19.1442254,219601797
308.6560015,GIANT,9.869999900000002,19.144927,417508735
302.4025429,DWARF,9.8389997,19.1495047,393707344
303.6616245,DWARF,9.6590004,19.1550318,396663636
303.0041433,GIANT,10.232,19.157458,395893564
303.7089958,DWARF,10.169,19.1601566,396663671
305.5682085,GIANT,9.0880003,19.1631397,402910783
306.3961674,GIANT,9.1040001,19.1772043,219659559
306.7271181000001,GIANT,10.057,19.189843,258467131
309.0785834,GIANT,8.675999599999999,19.1902704,406493128
306.28087660000006,DWARF,10.025,19.2024177,219652199
300.1449224,DWARF,9.9359999,19.2052752,424185390
309.2132007,DWARF,10.377,19.209148100000004,406610388
309.2122904,DWARF,11.35,19.2095972,406610393
308.3931397,DWARF,9.9200001,19.2326497,417380599
307.2645462,GIANT,9.3249998,19.2387046,210230712
303.3440684,GIANT,10.216,19.2395461,395964764
300.695669,GIANT,9.095999699999998,19.2403954,424251961
299.59385519999995,,9.5822897,19.2436708,423899490
305.42161360000006,DWARF,10.545,19.2452806,402829554
304.4327315,DWARF,8.2299995,19.24635,304920687
305.3592381,GIANT,9.5570002,19.2496565,402695257
301.43241780000005,GIANT,8.5340004,19.2557879,288729278
301.4010099,GIANT,8.2700005,19.257572,288729273
301.0094985,DWARF,10.635,19.259099600000006,287809261
303.5484234,GIANT,9.802,19.2601272,260802404
301.9820271000001,GIANT,9.632,19.2657474,352778826
301.9815081000001,GIANT,9.130000099999998,19.2659929,352778880
301.5245599,GIANT,9.0600004,19.2751665,393173541
304.8876533,DWARF,9.1120005,19.2787662,361560274
304.4420122,DWARF,10.012,19.2797792,304920583
302.1174832,DWARF,10.006,19.2841089,322853613
299.8660296,DWARF,9.397000300000002,19.2851327,255895883
306.270573,DWARF,9.9870005,19.2912246,219651919
301.0237097,GIANT,9.2159996,19.291672,287809441
304.8090262,DWARF,10.134,19.2927616,361560232
306.1758907,DWARF,8.0200005,19.2942042,219651913
307.5768875,GIANT,9.2110004,19.2944923,379262009
300.4644078,,8.984000199999997,19.3001894,257115323
302.3474478,GIANT,10.276,19.3025361,364260980
301.9212409,GIANT,8.927,19.3060035,393500308
306.213904,DWARF,9.8140001,19.3061554,219651858
306.5787105,DWARF,10.692,19.3073102,350048557
301.1047389,DWARF,10.114,19.3107562,288207591
302.5370108,GIANT,10.166,19.3156847,395287662
304.4019933,GIANT,10.286,19.3201815,304920459
300.052735,GIANT,8.9399996,19.3246143,256282176
300.1367635,GIANT,8.763999900000002,19.332718300000003,424184692
305.0864531,DWARF,8.425999599999999,19.3344413,288832198
307.4152741000001,GIANT,8.633999800000002,19.335049,379104940
304.5426348000001,DWARF,9.8129997,19.3415487,305027846
305.5313076000001,DWARF,8.324000400000001,19.3451037,402829249
309.06892430000005,GIANT,9.9119997,19.350095,406493506
299.35548680000005,DWARF,9.9980001,19.3519377,263359356
306.2832583,DWARF,9.6940002,19.3521387,219651729
302.9406148,DWARF,8.220000299999999,19.353847100000007,395624750
305.023238,DWARF,9.383999800000002,19.3563472,288832260
302.8040732,DWARF,7.52,19.3633086,277985850
308.1585970000001,DWARF,10.025,19.3665612,417193735
306.3632511,GIANT,9.887000099999998,19.3774384,219660149
307.2144089,GIANT,9.8290005,19.378626800000006,210230388
303.427925,GIANT,9.9300003,19.3901279,362893517
300.6478328,GIANT,9.2480001,19.3930689,352654322
304.29776339999995,DWARF,8.569999699999999,19.3995075,304720635
304.3951451000001,GIANT,8.665,19.417697600000004,304920136
307.5593984,,6.8551402,19.419478,379254999
303.7438154,DWARF,10.386,19.4234065,396698502
303.7430596000001,,11.276,19.423459,396698506
304.9770467,GIANT,8.833000199999997,19.424330800000003,314168501
307.5304215,,7.3027,19.4276144,379254978
302.4736284,GIANT,9.6850004,19.4293737,395288228
300.4925182,DWARF,9.887000099999998,19.4325854,257114652
307.0802876,GIANT,8.5430002,19.4340229,210172706
304.4415717,DWARF,9.7119999,19.4354304,304920084
306.4100725,DWARF,9.6049995,19.4426984,219660357
305.91265610000005,DWARF,10.902,19.448522600000004,219559132
303.5922024,GIANT,9.9530001,19.460848100000003,260894245
306.400756,GIANT,7.517000200000001,19.4709392,219660427
309.4982752,GIANT,8.816,19.4731347,243461434
303.1761541,DWARF,10.085,19.4743546,278262895
306.816861,GIANT,10.37,19.4768546,379752356
308.05884439999994,DWARF,9.8929996,19.485103,417125153
299.8617639,GIANT,9.9250002,19.4894224,255897149
299.6867403,,3.4940801,19.4896815,471012056
305.3983196000001,GIANT,8.3400002,19.4925687,402696035
